customer_id,gender,age,city,state,region,signup_date,tenure_months,plan_id,contract_type,payment_method,device_type,churn,transaction_frequency,monthly_revenue,late_payment_days,complaint_count,data_used_total,churn_probability,revenue_at_risk,segment_cluster,segment_name
9692,Male,34,Phoenix,AZ,West,2018-08-23,77,P003,12 Month,Debit Card,5G Device,0,23,701.22,0,4.0,253.15,0.6389859753243284,448.0697456169256,0,Growth Customers
9693,Female,18,Chicago,IL,North,2015-12-26,109,P003,12 Month,Wallet,Smartphone,0,16,386.56,24,2.0,312.86,0.2602908832973889,100.61804384743866,3,Budget Customers
9694,Male,54,Boston,MA,East,2019-05-31,68,P011,24 Month,Cash,Smartphone,0,17,1935.75,19,1.0,1632.6,0.7454062872466708,1442.920220537743,1,Premium Loyalists
9695,Female,42,Baltimore,MD,East,2014-12-25,120,P002,Month-to-Month,Bank Transfer,Smartphone,0,19,330.34,0,1.0,222.22,0.16723156589186078,55.24327547671729,3,Budget Customers
9696,Male,41,Detroit,MI,Central,2016-04-22,105,P001,Month-to-Month,Debit Card,Tablet,0,15,167.66,7,0.0,72.03,0.27310179189276124,45.78824642874035,3,Budget Customers
9697,Male,34,San Francisco,CA,West,2015-04-13,118,P008,24 Month,Cash,5G Device,0,13,1080.7,30,0.0,758.07,0.17024540024651155,183.98420404640504,3,Budget Customers
9698,Male,25,Philadelphia,PA,East,2017-09-26,88,P003,12 Month,Cash,Smartphone,0,20,395.27,47,2.0,287.49,0.47666387740665,188.41093082252655,2,High-Value At Risk
9699,Male,55,Minneapolis,MN,North,2016-02-20,107,P005,24 Month,Debit Card,5G Device,0,22,1287.56,0,0.0,501.04,0.2421323761583953,311.75996224650345,3,Budget Customers
9700,Male,64,Nashville,TN,Central,2016-03-14,107,P002,Month-to-Month,Bank Transfer,Smartphone,0,13,170.7,64,3.0,103.66,0.26629307900620514,45.45622858635922,0,Growth Customers
9701,Male,55,Dallas,TX,South,2015-10-11,112,P002,Month-to-Month,Credit Card,Smartphone,0,26,374.66999999999996,41,4.0,276.47,0.2455061237489128,91.98377938500515,0,Growth Customers
9702,Male,36,Chicago,IL,North,2014-12-23,120,P001,Month-to-Month,Bank Transfer,Feature Phone,0,17,212.73,21,1.0,84.49,0.15700657346672675,33.40000837357678,3,Budget Customers
9703,Female,43,Portland,OR,West,2015-01-06,120,P014,12 Month,Bank Transfer,Smartphone,0,16,1345.43,47,0.0,1225.1299999999999,0.16993742586325133,228.63891087919424,3,Budget Customers
9704,Male,52,Cincinnati,OH,Central,2016-07-01,103,P013,Month-to-Month,Debit Card,Smartphone,0,19,1151.67,70,3.0,625.81,0.30067848781745227,346.2823940647253,0,Growth Customers
9705,Male,39,Charlotte,NC,South,2015-12-04,110,P004,12 Month,Bank Transfer,5G Device,0,23,857.74,24,2.0,441.48,0.24084651749676178,206.58369191767244,3,Budget Customers
9706,Male,63,Cincinnati,OH,Central,2015-07-08,115,P001,Month-to-Month,Credit Card,Smartphone,0,15,196.79,8,3.0,76.34,0.21499496944622928,42.308860037323456,0,Growth Customers
9707,Female,54,Minneapolis,MN,North,2017-06-07,92,P003,12 Month,Credit Card,Smartphone,0,28,726.58,82,1.0,386.63,0.38799762130974236,281.91131169123264,3,Budget Customers
9708,Female,74,Cincinnati,OH,Central,2017-05-25,92,P011,24 Month,Bank Transfer,Feature Phone,0,12,1800.03,0,1.0,784.81,0.410901501744804,739.6350301856995,3,Budget Customers
9709,Female,41,Washington,DC,East,2017-12-07,86,P002,Month-to-Month,Bank Transfer,5G Device,0,17,311.56,0,2.0,192.75,0.5213767949017393,162.44015421958588,2,High-Value At Risk
9710,Female,18,Minneapolis,MN,North,2014-05-19,120,P010,24 Month,Credit Card,Smartphone,0,25,2764.52,0,5.0,1772.28,0.21492273602076684,594.1582021841303,1,Premium Loyalists
9711,Female,39,Charlotte,NC,South,2017-09-30,88,P006,Month-to-Month,Debit Card,Smartphone,0,21,1097.32,2,1.0,656.5699999999999,0.4842854397947926,531.4160987956218,2,High-Value At Risk
9712,Male,33,Houston,TX,South,2018-06-21,79,P009,12 Month,Wallet,5G Device,0,15,1027.27,40,0.0,670.08,0.56282664362812,578.1749261998588,2,High-Value At Risk
9713,Female,40,Houston,TX,South,2017-04-07,94,P002,Month-to-Month,Credit Card,Feature Phone,0,33,490.61,78,5.0,270.83,0.424198466002753,208.11600940561067,0,Growth Customers
9714,Female,61,Portland,OR,West,2015-01-04,120,P008,24 Month,Credit Card,Smartphone,0,27,2850.59,57,4.0,1914.0,0.19173578527923324,546.5601121591295,1,Premium Loyalists
9715,Male,31,Miami,FL,South,2014-05-06,120,P004,12 Month,Wallet,Smartphone,0,18,642.37,64,3.0,434.08,0.16612495556316972,106.71368770511333,0,Growth Customers
9716,Male,27,Boston,MA,East,2015-02-24,119,P001,Month-to-Month,Credit Card,Smartphone,0,24,258.93,32,4.0,127.01,0.18605096423727993,48.17417616995889,0,Growth Customers
9717,Male,30,Nashville,TN,Central,2015-06-08,116,P002,Month-to-Month,Credit Card,5G Device,0,10,139.22,40,1.0,117.77,0.18266983546334775,25.431294493207275,3,Budget Customers
9718,Male,66,Detroit,MI,Central,2017-02-07,96,P003,12 Month,Credit Card,Smartphone,0,25,545.46,25,4.0,422.91,0.426840815263188,232.82459109345854,0,Growth Customers
9719,Female,32,New York,NY,East,2018-07-21,78,P008,24 Month,Debit Card,Smartphone,0,23,2420.38,85,4.0,1347.09,0.5969960976545979,1444.9574148412357,1,Premium Loyalists
9720,Male,41,Boston,MA,East,2019-10-26,63,P001,Month-to-Month,Wallet,Smartphone,0,21,324.21,14,1.0,126.03,0.7459115333527621,241.83197822829896,2,High-Value At Risk
9721,Female,62,Boston,MA,East,2019-06-23,67,P001,Month-to-Month,Bank Transfer,Smartphone,0,23,295.98,49,2.0,111.42,0.7039362757968018,208.35105891033743,2,High-Value At Risk
9722,Non-binary,47,Boston,MA,East,2018-07-02,79,P001,Month-to-Month,Credit Card,Smartphone,0,28,289.44,77,0.0,138.04,0.5306701389157499,153.59716500777463,2,High-Value At Risk
9723,Male,18,Washington,DC,East,2017-09-27,88,P006,Month-to-Month,Bank Transfer,Tablet,0,23,1163.14,26,2.0,919.47,0.5089525549478563,591.9830747620496,2,High-Value At Risk
9724,Male,32,Dallas,TX,South,2014-12-06,120,P015,24 Month,Debit Card,Smartphone,0,13,2355.55,75,4.0,1547.45,0.1802039427114709,424.4793972540053,1,Premium Loyalists
9725,Female,30,St. Louis,MO,Central,2016-09-12,101,P013,Month-to-Month,Credit Card,5G Device,0,18,1191.49,32,1.0,752.84,0.3235430362021186,385.4982922044623,3,Budget Customers
9726,Female,18,St. Louis,MO,Central,2017-02-14,95,P004,12 Month,Credit Card,Smartphone,0,20,786.38,30,3.0,417.64,0.40788239080452826,320.75055448086493,0,Growth Customers
9727,Male,32,Seattle,WA,North,2019-03-31,70,P007,12 Month,Cash,Smartphone,0,15,988.21,14,3.0,1010.05,0.7438174451496695,735.0478374713549,2,High-Value At Risk
9728,Male,18,Charlotte,NC,South,2017-04-28,93,P010,24 Month,Credit Card,Smartphone,0,19,2451.55,36,3.0,1233.71,0.4167642599051589,1021.7184213704924,1,Premium Loyalists
9729,Female,42,Dallas,TX,South,2015-09-22,112,P015,24 Month,Debit Card,Smartphone,0,29,4223.74,121,3.0,4711.02,0.3978027532279846,1680.2154009191675,1,Premium Loyalists
9730,Female,38,Philadelphia,PA,East,2015-08-25,113,P013,Month-to-Month,Credit Card,Smartphone,0,21,1359.85,0,2.0,773.33,0.22802730436049296,310.0829298346163,3,Budget Customers
9731,Male,29,Cincinnati,OH,Central,2018-06-14,79,P009,12 Month,Credit Card,Tablet,0,16,1155.86,107,0.0,536.6,0.5056316614528689,584.439412206913,2,High-Value At Risk
9732,Male,18,Detroit,MI,Central,2018-06-28,79,P010,24 Month,Wallet,Tablet,0,21,2764.1,0,3.0,1571.54,0.6189337118891958,1710.794673032926,1,Premium Loyalists
9733,Non-binary,56,Los Angeles,CA,West,2014-10-09,120,P003,12 Month,Credit Card,Tablet,0,16,329.8,25,2.0,215.22,0.1673355137201011,55.187252424889344,3,Budget Customers
9734,Male,31,Kansas City,MO,Central,2015-04-09,118,P004,12 Month,Debit Card,Smartphone,0,22,753.54,11,3.0,574.99,0.20275523003447196,152.784176040176,0,Growth Customers
9735,Male,52,Baltimore,MD,East,2019-02-11,71,P013,Month-to-Month,Debit Card,5G Device,0,20,1340.93,68,3.0,830.92,0.6782051722696437,909.4256616515333,2,High-Value At Risk
9736,Female,36,Houston,TX,South,2016-01-08,109,P011,24 Month,Bank Transfer,Smartphone,0,24,3707.45,84,1.0,2190.06,0.22733101569887773,842.8183741528042,1,Premium Loyalists
9737,Male,57,Washington,DC,East,2019-10-06,63,P004,12 Month,Debit Card,Feature Phone,0,26,964.79,25,2.0,664.88,0.7659110281978491,738.9433008950027,2,High-Value At Risk
9738,Male,46,Chicago,IL,North,2019-07-24,66,P007,12 Month,Credit Card,Smartphone,0,12,1083.1200000000001,142,4.0,1006.97,0.7340829496519824,795.0999244270553,2,High-Value At Risk
9739,Female,39,Washington,DC,East,2014-06-03,120,P007,12 Month,Bank Transfer,Smartphone,0,21,1778.81,27,3.0,967.9,0.1715951061277656,305.2350907311307,0,Growth Customers
9740,Female,27,Minneapolis,MN,North,2016-05-07,105,P004,12 Month,Debit Card,Smartphone,0,17,506.93,62,3.0,514.88,0.3056088307673298,154.9222845808825,0,Growth Customers
9741,Female,55,Washington,DC,East,2019-02-27,71,P013,Month-to-Month,Wallet,Smartphone,0,24,1473.47,18,3.0,1000.3,0.7096063475269753,1045.5836648905722,2,High-Value At Risk
9742,Male,35,St. Louis,MO,Central,2017-02-05,96,P001,Month-to-Month,Cash,5G Device,0,25,263.74,19,1.0,133.56,0.3752910313217697,98.97925660080355,3,Budget Customers
9743,Female,27,Seattle,WA,North,2014-06-14,120,P001,Month-to-Month,Wallet,Smartphone,0,14,144.8,0,0.0,61.14,0.1561878090862459,22.61599475568841,3,Budget Customers
9744,Female,36,Baltimore,MD,East,2017-01-06,97,P005,24 Month,Debit Card,Smartphone,0,24,1215.56,63,3.0,651.91,0.3674385528758042,446.6436073337125,0,Growth Customers
9745,Female,37,Los Angeles,CA,West,2015-11-21,110,P015,24 Month,Debit Card,Feature Phone,0,30,4741.75,0,4.0,5040.45,0.5048372625781419,2393.8120898299044,1,Premium Loyalists
9746,Female,49,Charlotte,NC,South,2019-01-10,72,P004,12 Month,Cash,Smartphone,0,20,618.06,0,3.0,408.97,0.6979613336509145,431.38198187628416,2,High-Value At Risk
9747,Female,18,San Francisco,CA,West,2015-10-31,111,P006,Month-to-Month,Credit Card,Feature Phone,0,22,1377.6100000000001,1,3.0,802.63,0.25744217082460796,354.6549089496882,0,Growth Customers
9748,Female,69,New York,NY,East,2015-03-12,119,P007,12 Month,Credit Card,Smartphone,0,11,862.6700000000001,0,3.0,551.16,0.19335188763027972,166.79887290201341,0,Growth Customers
9749,Female,44,St. Louis,MO,Central,2019-08-12,65,P013,Month-to-Month,Debit Card,Smartphone,0,17,919.2,5,2.0,862.23,0.772761956682334,710.3227905824015,2,High-Value At Risk
9750,Male,38,San Diego,CA,West,2016-03-19,107,P005,24 Month,Wallet,5G Device,0,18,830.95,0,1.0,355.93,0.26154176973122717,217.32813355816322,3,Budget Customers
9751,Female,44,Boston,MA,East,2019-08-20,65,P004,12 Month,Wallet,Feature Phone,0,16,434.56,18,0.0,401.35,0.7314014885603022,317.8378308687649,2,High-Value At Risk
9752,Female,18,Atlanta,GA,South,2015-08-24,113,P014,12 Month,Cash,Smartphone,0,22,2321.38,45,0.0,1397.5,0.1982658519539471,460.25038340885374,1,Premium Loyalists
9753,Male,40,San Diego,CA,West,2017-07-16,90,P009,12 Month,Cash,Smartphone,0,20,1301.87,48,3.0,812.34,0.4683883753312995,609.7807741925589,0,Growth Customers
9754,Male,46,San Francisco,CA,West,2014-11-20,120,P001,Month-to-Month,Bank Transfer,Smartphone,0,21,197.72,33,1.0,110.25,0.155418599607261,30.729365514347645,3,Budget Customers
9755,Female,34,Cincinnati,OH,Central,2017-05-17,92,P013,Month-to-Month,Debit Card,Smartphone,0,22,1524.8600000000001,40,2.0,1012.65,0.4421525440036931,674.2207282494714,2,High-Value At Risk
9756,Male,45,New York,NY,East,2015-02-02,120,P014,12 Month,Bank Transfer,Smartphone,0,13,1344.68,27,3.0,878.25,0.18071363169389665,243.00200626614895,0,Growth Customers
9757,Female,48,Phoenix,AZ,West,2019-01-08,72,P014,12 Month,Credit Card,5G Device,0,21,2164.76,67,2.0,1180.86,0.6448083612792566,1395.8553481628835,1,Premium Loyalists
9758,Female,29,Charlotte,NC,South,2015-03-22,119,P006,Month-to-Month,Cash,Tablet,0,19,994.84,91,2.0,957.66,0.1754842625525404,174.5787637577693,3,Budget Customers
9759,Male,54,Los Angeles,CA,West,2016-05-10,105,P004,12 Month,Credit Card,Smartphone,0,26,879.77,0,1.0,565.8000000000001,0.296016870830738,260.42676245075836,3,Budget Customers
9760,Male,37,Baltimore,MD,East,2019-02-18,71,P003,12 Month,Credit Card,Smartphone,0,15,320.18,60,2.0,234.44,0.666899024383681,213.527729627167,2,High-Value At Risk
9761,Female,63,Denver,CO,North,2016-05-01,105,P003,12 Month,Credit Card,Smartphone,0,17,327.55,74,4.0,393.3,0.3105031985248471,101.70532267681367,0,Growth Customers
9762,Male,55,San Diego,CA,West,2019-09-22,64,P006,Month-to-Month,Credit Card,Smartphone,0,26,1393.67,33,4.0,984.42,0.7804592124023216,1087.7025905487437,2,High-Value At Risk
9763,Female,43,Cincinnati,OH,Central,2014-03-02,120,P001,Month-to-Month,Debit Card,5G Device,0,24,283.71,0,1.0,108.23,0.16225403530044477,46.03309235508918,3,Budget Customers
9764,Male,27,Boston,MA,East,2019-10-02,63,P005,24 Month,Cash,Smartphone,0,22,991.1800000000001,208,1.0,629.49,0.6701807232566387,664.2697292775151,2,High-Value At Risk
9765,Male,37,Cincinnati,OH,Central,2018-03-20,82,P004,12 Month,Credit Card,Smartphone,0,17,567.95,0,3.0,347.6,0.5844972048311199,331.96518748383454,2,High-Value At Risk
9766,Female,51,Phoenix,AZ,West,2018-04-22,81,P002,Month-to-Month,Credit Card,Smartphone,0,16,210.5,0,1.0,177.03,0.570956819986501,120.18641060715846,2,High-Value At Risk
9767,Male,31,New York,NY,East,2017-02-08,96,P014,12 Month,Cash,Smartphone,0,14,1370.15,0,0.0,901.0799999999999,0.3859009377814702,528.7421699012815,3,Budget Customers
9768,Female,44,Houston,TX,South,2018-01-16,84,P015,24 Month,Debit Card,Tablet,0,26,3951.9700000000003,74,2.0,3036.82,0.5877843972257422,2322.9063043042165,1,Premium Loyalists
9769,Female,45,Detroit,MI,Central,2014-03-16,120,P002,Month-to-Month,Credit Card,Smartphone,0,20,259.39,0,3.0,177.96,0.18368633356167602,47.64639806256314,0,Growth Customers
9770,Male,37,Atlanta,GA,South,2015-08-22,114,P009,12 Month,Credit Card,Tablet,0,23,1679.68,27,2.0,1005.49,0.21342171382217548,358.4801842728317,3,Budget Customers
9771,Male,27,Boston,MA,East,2014-05-18,120,P004,12 Month,Credit Card,Smartphone,0,13,362.15,42,3.0,220.34,0.16951627922239576,61.390320520390624,0,Growth Customers
9772,Female,59,Baltimore,MD,East,2018-08-29,77,P002,Month-to-Month,Cash,5G Device,0,30,529.94,0,4.0,302.81,0.6526560340508251,345.86853868489425,0,Growth Customers
9773,Female,44,Philadelphia,PA,East,2016-07-02,103,P001,Month-to-Month,Credit Card,5G Device,0,15,186.46,0,4.0,103.27,0.34813702033680516,64.9136288120007,0,Growth Customers
9774,Female,34,Houston,TX,South,2014-10-12,120,P001,Month-to-Month,Bank Transfer,5G Device,0,16,172.3,46,3.0,109.17,0.16799915969536441,28.94625521551129,0,Growth Customers
9775,Female,28,Portland,OR,West,2015-09-06,113,P007,12 Month,Credit Card,5G Device,0,19,1666.72,33,1.0,972.03,0.20786390804327962,346.450932813895,3,Budget Customers
9776,Male,50,St. Louis,MO,Central,2014-06-17,120,P007,12 Month,Credit Card,Smartphone,0,15,1216.69,39,1.0,1063.32,0.17540370989304926,213.41193978977412,3,Budget Customers
9777,Male,37,Portland,OR,West,2016-06-23,103,P010,24 Month,Credit Card,Smartphone,0,22,1925.8700000000001,30,1.0,1547.69,0.3381701721791216,651.271789494605,1,Premium Loyalists
9778,Female,51,Los Angeles,CA,West,2018-05-11,80,P001,Month-to-Month,Debit Card,5G Device,0,18,230.55,27,2.0,91.97,0.5728718437943561,132.0756035867888,2,High-Value At Risk
9779,Female,26,New York,NY,East,2017-02-21,95,P009,12 Month,Credit Card,Smartphone,0,19,1480.76,46,4.0,499.66999999999996,0.38333550009919914,567.6278751268901,0,Growth Customers
9780,Female,42,Philadelphia,PA,East,2018-11-16,74,P013,Month-to-Month,Debit Card,5G Device,0,22,1482.23,54,1.0,860.46,0.621323600407978,920.9444802327172,2,High-Value At Risk
9781,Male,32,Portland,OR,West,2016-11-15,98,P013,Month-to-Month,Wallet,5G Device,0,17,1050.85,32,1.0,580.75,0.34723125949891304,364.88796904443274,3,Budget Customers
9782,Female,61,Kansas City,MO,Central,2017-05-26,92,P006,Month-to-Month,Bank Transfer,5G Device,0,17,965.0600000000001,68,2.0,634.87,0.42064832403467406,405.95087159290256,3,Budget Customers
9783,Female,43,Chicago,IL,North,2019-03-06,70,P001,Month-to-Month,Credit Card,Smartphone,0,14,119.51,0,5.0,70.19,0.7359484272653115,87.95319654247739,0,Growth Customers
9784,Male,25,Cincinnati,OH,Central,2019-07-08,66,P004,12 Month,Cash,Tablet,0,27,833.58,75,2.0,593.91,0.717646237139524,598.2155503547644,2,High-Value At Risk
9785,Female,50,Los Angeles,CA,West,2016-10-28,99,P002,Month-to-Month,Debit Card,5G Device,0,22,286.15999999999997,0,3.0,229.24,0.3862418359517573,110.52696377595487,0,Growth Customers
9786,Female,54,Philadelphia,PA,East,2014-06-25,120,P007,12 Month,Wallet,Smartphone,0,21,1843.53,68,4.0,1461.42,0.19505032997084146,359.5811348111453,0,Growth Customers
9787,Male,34,Atlanta,GA,South,2015-02-16,120,P001,Month-to-Month,Credit Card,5G Device,0,20,254.09,17,0.0,126.81,0.15162334333994365,38.525975309246284,3,Budget Customers
9788,Male,27,San Francisco,CA,West,2019-10-04,63,P006,Month-to-Month,Credit Card,Tablet,0,22,1295.54,0,4.0,581.16,0.7764378422363637,1005.9062821308986,2,High-Value At Risk
9789,Male,18,Los Angeles,CA,West,2016-05-17,105,P002,Month-to-Month,Credit Card,Smartphone,0,23,385.43,22,2.0,221.62,0.2922807498002511,112.65376939551078,3,Budget Customers
9790,Female,52,Houston,TX,South,2014-03-16,120,P002,Month-to-Month,Credit Card,Smartphone,0,16,257.69,0,4.0,134.96,0.1898464992109447,48.92154438166834,0,Growth Customers
9791,Male,18,New York,NY,East,2016-11-08,99,P007,12 Month,Cash,5G Device,0,19,1786.78,35,2.0,1083.76,0.35656542992894863,637.1039788884468,1,Premium Loyalists
9792,Male,37,Boston,MA,East,2019-02-01,72,P002,Month-to-Month,Credit Card,5G Device,0,19,189.92000000000002,24,3.0,167.29,0.6866195150627947,130.402778300726,2,High-Value At Risk
9793,Male,18,Miami,FL,South,2019-09-02,64,P007,12 Month,Credit Card,Smartphone,0,19,1610.74,0,1.0,961.37,0.7516030634125485,1210.6371183611284,2,High-Value At Risk
9794,Male,61,Baltimore,MD,East,2017-09-14,88,P002,Month-to-Month,Bank Transfer,Feature Phone,0,26,366.94,43,1.0,249.99,0.4621997608780368,169.59958025658682,2,High-Value At Risk
9795,Male,55,Kansas City,MO,Central,2017-05-08,93,P010,24 Month,Cash,Smartphone,0,24,2505.55,6,4.0,1901.1,0.5122778712069274,1283.537820202517,1,Premium Loyalists
9796,Female,42,Atlanta,GA,South,2019-02-17,71,P009,12 Month,Credit Card,Tablet,0,26,1955.82,50,1.0,1026.08,0.6474823418272289,1266.3589137925308,1,Premium Loyalists
9797,Male,52,Chicago,IL,North,2017-07-14,90,P015,24 Month,Credit Card,Smartphone,0,26,3871.51,24,0.0,3828.0099999999998,0.5992057592649626,2319.831089051895,1,Premium Loyalists
9798,Male,36,Detroit,MI,Central,2019-05-13,68,P003,12 Month,Wallet,Feature Phone,0,24,527.81,18,3.0,356.11,0.729187782389576,384.8726034230421,2,High-Value At Risk
9799,Male,27,Nashville,TN,Central,2016-07-26,102,P011,24 Month,Credit Card,Smartphone,0,18,2066.4,37,2.0,1890.97,0.3842277627556147,793.9682489582023,1,Premium Loyalists
9800,Male,18,Boston,MA,East,2016-05-24,104,P002,Month-to-Month,Wallet,Tablet,0,28,375.6,50,2.0,252.79999999999998,0.2927910008326799,109.97229991275458,3,Budget Customers
9801,Male,48,Kansas City,MO,Central,2018-10-15,75,P005,24 Month,Credit Card,Smartphone,0,15,910.01,84,0.0,433.49,0.5694581604050915,518.2126205502373,2,High-Value At Risk
9802,Female,25,Kansas City,MO,Central,2018-10-26,75,P006,Month-to-Month,Cash,5G Device,0,20,1139.0,0,4.0,641.58,0.6740806845942606,767.7778997528628,0,Growth Customers
9803,Female,71,St. Louis,MO,Central,2017-04-11,94,P004,12 Month,Credit Card,Feature Phone,0,16,683.91,27,2.0,233.55,0.39460819009042525,269.8764872847427,3,Budget Customers
9804,Female,24,Chicago,IL,North,2015-06-27,115,P006,Month-to-Month,Credit Card,Smartphone,0,16,747.55,26,2.0,541.87,0.20964006753555456,156.71643248620381,3,Budget Customers
9805,Male,51,Nashville,TN,Central,2017-06-24,91,P006,Month-to-Month,Bank Transfer,5G Device,0,24,1071.81,0,5.0,807.4,0.5239851933976383,561.6125701355227,0,Growth Customers
9806,Female,55,Kansas City,MO,Central,2016-01-30,108,P014,12 Month,Credit Card,Tablet,0,17,1648.75,43,1.0,1327.09,0.2752565369813408,453.8292153479856,3,Budget Customers
9807,Female,21,Houston,TX,South,2016-02-16,108,P003,12 Month,Debit Card,5G Device,0,17,360.65,0,4.0,300.61,0.3041980086401243,109.70901181606082,0,Growth Customers
9808,Male,32,St. Louis,MO,Central,2016-08-20,101,P001,Month-to-Month,Debit Card,Smartphone,0,16,186.75,77,2.0,106.24,0.307317111426124,57.39147055882866,3,Budget Customers
9809,Male,35,Los Angeles,CA,West,2019-03-11,70,P004,12 Month,Debit Card,5G Device,0,22,752.91,0,3.0,450.9,0.7151242374575713,538.4241896241799,2,High-Value At Risk
9810,Female,82,Houston,TX,South,2015-06-13,116,P005,24 Month,Credit Card,5G Device,0,19,926.73,15,1.0,546.62,0.19023218601532363,176.29387374598087,3,Budget Customers
9811,Male,35,Boston,MA,East,2016-07-28,102,P001,Month-to-Month,Debit Card,Tablet,0,10,125.75999999999999,0,2.0,78.87,0.33385839173984405,41.98603134520278,3,Budget Customers
9812,Male,23,Detroit,MI,Central,2018-08-15,77,P014,12 Month,Debit Card,Smartphone,0,26,2337.38,26,4.0,1881.93,0.6918028951526377,1617.0062510718724,1,Premium Loyalists
9813,Female,44,Denver,CO,North,2018-03-18,82,P006,Month-to-Month,Debit Card,5G Device,0,23,1077.81,73,2.0,594.69,0.5272739866369648,568.301175537187,2,High-Value At Risk
9814,Male,24,Dallas,TX,South,2014-04-09,120,P001,Month-to-Month,Credit Card,Tablet,0,32,360.74,110,2.0,200.89,0.1415541079940157,51.06422891776122,3,Budget Customers
9815,Female,37,Philadelphia,PA,East,2017-11-15,86,P001,Month-to-Month,Debit Card,Smartphone,0,16,211.82999999999998,3,0.0,101.89,0.4872170260359807,103.20718262520178,2,High-Value At Risk
9816,Male,32,Philadelphia,PA,East,2015-07-02,115,P008,24 Month,Bank Transfer,Smartphone,0,19,2127.13,13,1.0,1563.56,0.2221233947295177,472.48533663099903,1,Premium Loyalists
9817,Male,45,Atlanta,GA,South,2017-10-13,87,P004,12 Month,Bank Transfer,Smartphone,0,21,828.3,21,4.0,409.96999999999997,0.5194916770212799,430.29495607672607,0,Growth Customers
9818,Male,31,Washington,DC,East,2017-05-09,93,P002,Month-to-Month,Bank Transfer,Smartphone,0,19,273.71,59,1.0,176.02,0.39255257204122895,107.44556449340477,3,Budget Customers
9819,Male,29,Cincinnati,OH,Central,2015-10-29,111,P001,Month-to-Month,Credit Card,Smartphone,0,20,220.61,31,3.0,118.3,0.24227444533447887,53.448165385239385,0,Growth Customers
9820,Female,52,Nashville,TN,Central,2015-10-14,112,P001,Month-to-Month,Bank Transfer,Smartphone,0,23,320.87,28,4.0,116.79,0.24089445195417988,77.29580279853771,0,Growth Customers
9821,Female,42,Houston,TX,South,2015-10-25,111,P003,12 Month,Credit Card,Smartphone,0,20,439.88,16,2.0,295.71,0.24179057303395227,106.35883726617492,3,Budget Customers
9822,Female,38,Charlotte,NC,South,2016-04-04,106,P004,12 Month,Credit Card,Feature Phone,0,21,747.45,14,1.0,429.8,0.27476401668718753,205.37236427283833,3,Budget Customers
9823,Female,18,Boston,MA,East,2014-02-16,120,P013,Month-to-Month,Cash,5G Device,0,24,1551.24,0,2.0,960.9399999999999,0.17885746335525568,277.4508514552068,3,Budget Customers
9824,Male,46,Boston,MA,East,2017-10-20,87,P002,Month-to-Month,Cash,Smartphone,0,26,306.52,32,2.0,212.31,0.4942315915839838,151.4918674523227,2,High-Value At Risk
9825,Male,32,San Francisco,CA,West,2019-11-29,62,P001,Month-to-Month,Credit Card,Smartphone,0,15,178.54,53,1.0,84.65,0.7420843287911804,132.49173606237733,2,High-Value At Risk
9826,Male,42,Cincinnati,OH,Central,2017-09-20,88,P004,12 Month,Debit Card,Feature Phone,0,16,490.64,44,1.0,363.66,0.46622072649004287,228.74653724507462,2,High-Value At Risk
9827,Female,18,Cincinnati,OH,Central,2014-10-15,120,P004,12 Month,Bank Transfer,Smartphone,0,27,1064.08,4,2.0,522.35,0.16779925428129122,178.55183049563635,3,Budget Customers
9828,Female,42,Houston,TX,South,2018-06-24,79,P007,12 Month,Bank Transfer,Feature Phone,0,24,1940.34,0,1.0,1254.44,0.6054191534137839,1174.7190001349015,1,Premium Loyalists
9829,Male,41,Houston,TX,South,2019-03-21,70,P003,12 Month,Credit Card,5G Device,0,19,445.63,0,4.0,218.37,0.7217579001161826,321.63697302877443,2,High-Value At Risk
9830,Female,35,Detroit,MI,Central,2018-03-26,82,P002,Month-to-Month,Debit Card,Smartphone,0,17,215.85,0,4.0,185.62,0.6018960148389721,129.91925480299213,0,Growth Customers
9831,Female,26,Houston,TX,South,2019-03-18,70,P003,12 Month,Cash,Smartphone,0,15,385.16,0,2.0,179.07,0.6974550518409671,268.6317877670669,2,High-Value At Risk
9832,Male,53,Nashville,TN,Central,2016-04-17,106,P002,Month-to-Month,Credit Card,Smartphone,0,23,331.69,84,4.0,185.09,0.2780081165073673,92.21251216432866,0,Growth Customers
9833,Female,28,Los Angeles,CA,West,2015-12-28,109,P001,Month-to-Month,Debit Card,Smartphone,0,15,203.45,61,1.0,74.16,0.22463035841412549,45.70104641935383,3,Budget Customers
9834,Female,50,Kansas City,MO,Central,2017-04-20,93,P003,12 Month,Credit Card,Smartphone,0,21,418.72,18,4.0,322.23,0.4633040274639629,193.99466237971055,0,Growth Customers
9835,Female,52,Denver,CO,North,2019-08-31,65,P004,12 Month,Wallet,Tablet,0,12,431.19,3,1.0,197.5,0.7328522714422435,315.998570923181,2,High-Value At Risk
9836,Male,27,Dallas,TX,South,2014-07-10,120,P007,12 Month,Credit Card,Smartphone,0,17,1402.35,18,1.0,954.94,0.1694726361108605,237.6599512500652,3,Budget Customers
9837,Male,48,Los Angeles,CA,West,2016-06-19,103,P001,Month-to-Month,Wallet,Smartphone,0,27,283.55,0,1.0,144.57999999999998,0.30871780765537693,87.53693436068214,3,Budget Customers
